,movieId,rating,userId
74605,496,4.0,13011876
15574,908,3.0,16848827
69260,22,4.0,18829511
82644,7045,4.0,1411971
33701,5254,3.0,13525667
59158,3723,3.0,4399266
20676,2795,4.5,5457960
85374,2959,5.0,13027075
15877,32596,3.5,7277150
50465,3994,5.0,19382237
78197,733,3.0,5326525
80744,1240,4.0,18155228
1212,3996,3.5,3029784
34721,3448,4.0,1794755
19768,31,4.0,13509200
32086,7150,3.5,10107988
1137,1625,4.5,13195964
16649,2993,4.0,16748131
18791,293,4.0,7858203
56337,1682,4.0,12850312
36832,2080,4.0,17664655
38875,3175,4.5,8434772
24650,46972,4.0,19892562
13275,68319,3.5,5917365
82767,1285,5.0,3525838
25831,6993,4.0,18108182
82703,2857,5.0,2325191
65088,5380,3.0,2597919
33555,5398,3.5,5264246
17542,3499,3.5,12477849
83595,3252,4.0,9562657
25016,1411,3.5,68010
29603,2762,3.5,13581766
58358,4378,3.0,3158378
49984,3556,3.5,18489198
1491,661,4.0,11046017
33458,7438,3.5,17995341
18995,2253,3.0,8459955
81361,1197,4.5,10586451
13274,358,3.0,17407180
71604,4993,4.0,5378070
54251,32898,4.0,12095780
7360,4027,4.0,3705140
4364,6323,3.5,17771104
77070,908,5.0,13966711
72296,592,4.5,12774512
58155,2524,4.0,14973967
10347,1036,4.0,7562880
20169,1586,3.0,12779031
7313,5995,3.0,9660300
81908,586,3.5,9842690
84791,2036,3.0,7366648
87524,1333,3.5,1541547
70888,745,4.0,5381999
17625,59440,3.0,12199823
21945,4844,4.0,7676508
15680,7235,3.5,9285606
21973,6378,3.0,1104504
2275,163,3.0,10031493
43041,1136,4.0,14126992
35385,593,4.5,2035566
54877,2405,3.5,5801129
22667,5872,3.0,5406486
82689,8154,4.5,5917794
40778,31,3.0,14751337
13833,2287,3.0,5627902
11827,2997,4.5,19168020
6938,2248,3.5,5117648
60005,1653,4.5,16128410
27314,353,3.0,12391103
36351,196,3.0,7113102
23173,5989,3.5,9835189
36736,1240,3.0,2563342
28818,919,5.0,655833
86009,5989,4.0,4344775
78079,26242,4.0,4671637
30252,45517,4.0,4183835
73169,2986,3.0,10243620
44380,4190,5.0,9442063
36049,1268,3.0,12250202
26202,3120,4.0,3607961
85881,1249,4.0,13448170
35258,1361,4.0,695196
40754,1091,4.0,14072339
48282,1197,3.0,1750586
59722,2599,4.0,4040093
28491,8134,3.0,7851327
36353,3258,4.0,8875282
85509,2739,5.0,18860391
61126,3039,3.0,871854
23760,1076,4.5,9707845
27463,586,3.0,8902197
49874,2174,4.0,14673859
70241,56805,4.0,7708371
63728,2733,5.0,11627498
64113,1968,3.0,17719005
43432,2948,4.5,17070047
86002,3246,3.0,11939626
52713,256,4.0,9708827
31175,37731,4.5,5615167
49564,101,4.5,9855067
2040,3706,4.0,7630535
64766,5872,4.0,5301020
22972,1682,5.0,18630618
83227,1221,5.0,4313411
61599,1907,3.0,784784
81552,48774,3.5,15809602
16187,49274,4.0,19410100
38713,527,5.0,11565416
22558,477,3.5,18405469
16347,2959,4.5,897430
14021,27721,3.5,509930
26997,539,4.0,15989313
77580,2468,3.0,15326067
74376,56367,4.0,4934114
20873,4857,5.0,12857848
33503,4369,3.0,16955829
10487,2936,4.0,5179015
83582,1966,5.0,5255727
55367,8808,3.0,7748450
27825,6870,4.5,11889850
86989,8866,4.0,17288908
11427,364,5.0,10794220
64035,3072,5.0,5229078
52143,2302,4.0,166671
56174,543,4.0,17083532
51922,3699,4.0,2597723
30070,2394,3.0,13497966
34085,2057,4.0,11245929
46864,1722,3.5,345257
50538,2808,3.0,17347133
45936,6615,4.5,13041542
81999,2081,5.0,10022491
52403,6977,3.5,19049748
87196,57504,3.5,12931719
35075,1258,5.0,14943444
44943,72378,3.0,12121784
49982,8641,3.5,13471085
43973,2077,3.0,13215288
3396,68237,5.0,16104013
54692,259,3.0,1003949
39608,4873,4.0,17771461
14454,44974,3.5,13353242
57845,3549,4.0,11033711
10618,2003,3.0,11354932
72124,374,3.0,15184542
3337,5304,5.0,5775196
30214,1196,4.5,11885689
39461,3468,5.0,6902814
45312,1702,3.0,10847946
12520,4327,5.0,14981755
55336,3836,4.0,13996896
33602,4963,5.0,15649645
25697,3793,4.0,2988365
12466,185,4.5,18771589
82175,1270,3.0,2682077
7077,3424,3.5,4064419
76142,955,4.0,7402244
11933,2841,4.0,10025705
32129,2289,5.0,19842661
72636,1267,5.0,15305403
968,1027,3.0,11391670
41210,1031,3.0,11639518
9134,1029,3.5,18815597
58677,431,4.5,4546222
13460,549,4.0,4252864
19701,7361,4.5,18182018
1823,5540,4.0,7206191
41912,5995,3.0,1944013
36268,5069,3.5,12538950
27211,32587,4.5,7366381
52661,1265,4.0,1115183
86394,4848,3.5,19654145
45235,1193,5.0,4111964
52563,1185,4.0,14476769
28944,1214,4.0,6949482
53765,908,5.0,18874109
52721,1136,4.5,4106695
65574,1407,4.0,12462258
83100,1834,3.0,5923491
11152,1589,4.0,19479845
69030,1198,4.0,3104940
56631,3196,3.5,16848827
55476,41566,3.5,15629409
58387,5679,5.0,10881219
53445,835,3.0,5199342
15841,1952,4.0,17868621
51197,2070,5.0,4318609
56839,1631,5.0,18052512
55234,1321,5.0,3729537
53330,1194,5.0,11397796
85247,5673,4.0,3264898
25108,588,5.0,3027533
19905,736,4.5,16787227
10368,3396,3.0,4085673
35047,910,4.5,3516408
3092,85056,5.0,12594353
38408,8914,3.5,3332678
7460,107,4.0,7459736
28442,3285,3.5,16787298
33744,55555,3.5,10147443
22448,1269,3.0,9688858
28783,40491,3.0,12307444
80823,2080,3.5,19656966
62383,60,3.0,217449
8930,866,3.5,6258106
86584,2116,3.0,10039851
70341,2023,4.0,15109367
75649,1127,5.0,7566221
8123,34523,4.0,2376790
40040,928,5.0,18206148
46421,31878,4.5,4523003
26536,3896,5.0,14144547
37084,2995,4.0,3896603
20337,994,5.0,3237982
36276,1288,5.0,9373230
72591,2078,4.0,9338420
55154,1207,5.0,13209948
38760,5902,3.0,12888068
45368,6377,5.0,17768747
48571,47,4.0,1258960
81619,5103,0.0,742383
60054,4232,4.0,525683
44298,5108,4.0,17634989
56278,34162,4.0,1425044
33099,1377,3.0,8042200
23104,33615,5.0,18972466
20711,1201,3.5,2102097
61208,1320,4.5,11182989
5972,1641,4.5,16200744
31460,678,3.5,3421017
17951,27905,4.0,4774514
78097,2396,4.0,19406438
29478,593,5.0,17121485
7007,800,5.0,394142
18041,1271,4.5,14260426
79649,1020,3.5,9404306
49018,1376,3.0,8245612
75024,3011,3.5,14953071
42455,1193,5.0,7360522
67339,780,3.5,14780932
64776,3481,5.0,125539
8762,357,5.0,12375582
64538,912,5.0,13434382
49558,55451,3.0,15337105
64967,5608,5.0,15855021
49706,4886,5.0,10607543
33221,3793,3.0,14819046
43017,7619,3.5,17714164
1618,78041,4.0,17783123
87406,3753,4.0,6044977
9775,8644,3.5,17596179
16017,3034,3.0,2114384
53813,72998,4.0,16958938
54633,904,5.0,15726997
87293,4023,4.5,17042542
80426,529,5.0,8509428
68174,380,4.5,8505766
76104,1206,4.0,18072748
12759,3098,3.0,16478707
2838,1183,3.0,16726717
20707,2424,3.0,2372307
35036,4995,4.0,13293481
14625,3703,5.0,12052826
78552,56563,5.0,16985924
49439,8665,5.0,411430
81998,80489,3.0,2032619
49780,3705,3.0,17785803
57901,968,5.0,6841980
35138,1327,4.0,15267360
10164,33166,5.0,18754854
38386,994,5.0,12150272
8927,1721,5.0,10519527
26893,4332,3.5,875979
73127,7624,3.5,3793102
62338,2967,3.0,1511327
25569,44,3.0,5968839
20737,2966,5.0,1870893
10792,89745,3.5,13663264
59320,1584,4.0,11368130
24934,1387,3.0,16878422
36741,674,4.0,11654022
65721,2541,3.0,13000643
5870,8528,3.5,12869993
20941,991,4.0,4127646
64653,4681,4.5,3570436
49154,648,3.5,6401329
84601,592,3.0,5931582
45061,3317,4.5,15780007
2185,1279,4.5,7774383
47185,6541,3.0,18468267
1465,597,4.0,10008507
2506,2390,3.5,13477569
38367,2691,3.0,16326054
47657,376,3.0,6149819
7542,904,3.0,14709847
1046,1291,5.0,6743839
42002,2194,3.5,17301286
35679,2371,5.0,1005450
82650,5310,4.0,7163790
56778,3751,4.0,18075569
23650,1541,3.0,3494762
56912,60816,4.0,9805916
23952,3967,4.0,11668077
48574,2706,3.5,3283884
31263,996,3.0,17141685
19159,3620,3.0,16128606
6577,1219,4.0,5763534
66954,1,4.0,6555589
22552,1136,4.5,2692847
69879,4855,4.5,6906028
46076,1275,3.0,14106629
3908,2894,3.0,8477440
62937,1339,3.0,14879235
139,481,4.0,5755156
12202,2160,5.0,16803338
12790,25996,3.5,9668033
58713,3108,3.0,13572265
79846,2805,3.0,19364037
50453,423,3.5,18628421
43774,3753,4.0,7584331
50282,1345,3.5,13300161
50858,1136,4.0,7637573
58912,1172,3.0,15811442
85335,8364,4.5,17664101
36171,46850,3.5,5521650
30917,590,4.5,10955483
58900,2819,3.0,14065659
65202,276,4.0,9484036
53907,5882,4.0,818969
54527,4034,4.0,7813908
78499,27660,3.5,2344177
36024,953,5.0,639526
17694,33794,4.0,15890975
72424,1527,4.0,372601
17159,6934,4.0,8443970
60341,3740,4.0,6449499
47366,17,5.0,9811130
46701,7438,4.0,389265
13982,349,4.0,12527646
66485,4993,3.5,12510357
13097,1460,3.0,4803984
36587,1952,4.0,16344396
26859,2663,4.5,16040162
22549,1085,5.0,9620292
68699,8376,5.0,15271289
46956,6539,4.0,15621656
10795,1200,5.0,5807809
44878,63082,4.0,12095780
67553,45722,4.5,18253889
49756,7720,4.0,3158378
79065,1276,4.5,5978895
56999,6478,5.0,17781159
86910,8961,4.0,3287224
47703,7173,3.0,19823604
49444,39183,5.0,16734736
12343,1032,3.0,18545387
65328,3068,4.0,3186241
22489,2159,5.0,15040765
64437,246,5.0,5955551
16475,5462,4.0,8306017
77401,8644,4.0,15083987
25438,457,3.5,11052768
21128,3264,3.0,2741374
40841,406,4.0,5276623
85927,1292,4.0,2403384
55077,851,3.0,7373881
49316,593,4.5,16025462
12602,1370,5.0,15867398
34709,4002,4.0,6424190
11281,59615,3.5,15287918
82378,33683,3.5,9995414
76602,8798,4.0,1831797
54080,5060,4.0,11672917
28239,63992,3.5,12327322
42921,3510,4.0,5223185
63987,457,4.5,12121875
61926,1955,3.0,16524393
39341,5989,3.5,9255315
15684,4306,4.0,16829342
80189,587,3.5,17231183
69683,52973,4.5,3206905
56754,1291,4.0,11132926
16123,1416,4.5,1838209
19897,8665,4.0,733381
38378,6303,3.0,15682490
25060,3114,4.0,13139221
13615,1287,5.0,9736242
62175,724,3.0,19239997
32549,2407,4.0,13496822
44195,55830,4.0,1365283
7564,18,4.0,17405840
81456,608,4.0,8264955
24587,8604,3.0,497553
37019,1036,4.0,18047172
54246,150,3.0,8696176
20627,6291,4.0,5411398
49308,33615,3.0,1465122
14354,3386,5.0,16547702
52350,2110,4.0,12210748
11660,2795,4.0,16220517
82234,3706,5.0,9275979
48151,230,3.5,18351048
48245,1584,4.0,3849416
10122,5991,4.5,15667720
23966,36,5.0,8853545
42457,6942,5.0,3391189
78429,1777,3.5,11348287
52500,1203,5.0,16369865
75162,1785,4.0,8092334
39014,1103,5.0,19640785
38839,2904,3.0,11379721
71643,7143,3.5,1642530
5494,1288,3.0,18179071
82944,4621,4.0,19406992
66334,1405,5.0,4172707
78036,2922,4.0,19928712
42922,8873,3.5,8994017
8113,6218,4.0,1430741
38967,4306,3.5,17596608
