movieId,rating,userId
8622,4.5,7634197
778,5,19925836
47793,4,15293812
2736,4,4690694
7153,4.5,19406367
53121,4,18223633
45722,3.5,1229884
2560,5,13405627
1278,5,13759995
7004,3,15394634
190,5,14507418
508,4,17117984
2700,4.5,2574308
208,3,19424442
6643,5,13509628
62849,4,2398240
353,3,5217683
4006,4,3113942
1356,4,12691049
104,5,6261124
838,5,13806200
53550,3.5,674890
2080,4.5,17595625
616,3,11089275
2527,4,8651740
1210,4,8708483
3253,3.5,12470187
1407,3.5,3831341
1835,3,11255752
110,5,11796458
53996,3.5,15148035
900,4,4310947
481,4,5755156
3089,5,11323336
151,5,431666
5294,4,5514059
1193,4,18614079
3555,3,172368
1080,4,8842079
1148,4,6037244
1219,3.5,16344682
597,3.5,7436750
919,4,18647978
260,5,9349100
3099,5,2295096
5418,5,3477669
1196,3,6405294
50872,4.5,15391329
2080,4,7131444
783,3,4136361
3751,5,16968993
299,3,17629024
3549,5,13213752
5630,4,16975673
5414,3.5,11241767
858,5,11767578
2324,4,10799918
3556,3,18820866
2664,4,18052512
1676,3,8552686
1704,4,2446606
8207,4.5,16329429
8119,4.5,4244220
1307,4,12700963
908,4,3939200
111,4,9915972
1590,4,16032857
1377,3.5,4391372
1203,5,4214358
924,5,2235889
6890,4,11354146
3269,4,1367676
1094,4,9427917
25828,3,4570261
2858,4.5,12836594
4475,4,11627498
72998,5,16512963
208,4,8772405
1799,3.5,11683401
1227,3,17682372
3398,3.5,16043537
2328,3,1143439
2662,3.5,3969099
1674,4,5085427
7254,3,13788215
1,4.5,295909
4029,3.5,32021
2700,3,9353886
3261,4,11264754
3740,3.5,6882255
76251,4.5,12345326
208,3,11647609
1057,4,15080058
58559,4,11054179
708,3.5,6238853
5105,4,8772601
1784,3.5,3828948
2970,5,15570183
41997,4,12829128
788,3,623129
3893,4.5,19890205
7254,4,16263346
5540,3.5,6822299
5952,5,2327084
8370,5,6912441
1079,4,5698700
737,4,12315303
1388,3.5,19041567
2321,4,7579581
2701,4,2007436
83613,3,14469732
73,5,2207276
27036,5,313127
74,3,12125517
2396,4,13212699
2734,3,11582508
3578,5,18662516
2348,5,7586295
3629,3.5,16572420
4692,4,18776038
551,4.5,9093302
49274,3.5,6389934
2106,4,10559732
2724,4,8796802
357,4,14218221
4890,4,2699884
5378,3,271155
914,5,19036227
223,5,9413022
69,4,6505955
47,5,3184473
1077,5,16101691
2318,4.5,9650316
1270,5,6854912
4148,3.5,15459734
49274,3.5,12387370
41014,3.5,2118278
3783,3.5,16176080
1968,4,19777203
364,4.5,17086978
442,4,17093229
4995,4.5,15260609
1500,4.5,8821843
5952,5,827810
6874,4.5,15143748
2085,4.5,14046673
1625,3.5,13254385
48394,4.5,7370667
1136,5,2352821
1845,4.5,18678001
78517,3.5,13126844
1307,3,13341651
151,4,13589357
1947,4.5,4779300
349,4.5,18678197
785,3,7487509
4980,3.5,18766375
38061,4.5,10691363
45431,3.5,19557680
6378,4.5,5018791
7981,3.5,2468967
3176,3.5,6166161
2470,4,19739088
11,3,1719313
2496,3.5,12426341
846,4,12020766
32,4,964032
2657,5,6209026
3271,3.5,13345867
1019,3.5,18054673
5989,5,10782201
2993,3.5,12223125
5269,5,14817082
2750,4,6120420
8196,3.5,4605786
5502,3.5,13936295
2018,3,7718713
4535,4,6320814
2599,3,9477427
951,4,2516779
27773,3,7350628
5244,5,11709495
5055,4,9359084
1204,5,15600635
2015,4,8932362
1227,3,19486596
4077,3,16236269
6350,4.5,13984232
2519,3.5,18755051
2019,4.5,8016428
858,4.5,16380474
718,3,14704936
4499,4,11322620
8495,3,5047671
1809,5,19865022
1680,3.5,15398134
1148,4.5,14973967
3107,3.5,13271406
2022,4.5,18280608
1228,4,12132912
2858,4.5,13078836
1726,4,1635493
2858,5,14941122
364,3,10041120
3588,4.5,3777706
2305,3,8716216
2161,4.5,242113
2450,3.5,17720058
832,4,11438499
3347,4.5,12134162
2712,3,12509017
1380,4,6903796
589,4,1621313
344,3,14745997
4973,4,9038419
2716,4.5,1821903
3545,5,15777418
4066,3.5,6517974
7162,3,7069451
1485,3,10538352
4993,5,3173668
55765,4,13335328
48774,3.5,19100703
858,5,11255913
4308,4,7172309
3996,4,19488489
3363,4,8795820
235,5,6374252
8169,4,13313878
1186,4.5,7729322
1233,4,17093229
1527,4,18795845
7449,3,6083878
318,5,2779256
350,3.5,4866137
589,4,19344355
40819,4.5,8138397
1186,4,15186381
50872,4,2161858
1747,3.5,17547365
2770,4,7193884
3324,4,5565462
106491,4,13368853
1124,4,19863486
3578,3.5,17946547
6220,3.5,16429984
1614,4,5617293
2968,5,86085
58559,5,8538898
1196,4.5,16389547
3949,5,17525719
78316,3,11190455
2243,3,6516564
2858,4.5,6431691
5881,3,14293110
2067,4,11526390
1882,3,8155364
1831,3.5,14407649
2107,3.5,7651486
541,5,3792673
1246,3.5,16199566
6378,3.5,11929500
2110,3,19284791
235,4,12850508
442,3,9743833
34528,4,8130181
49220,4,12006621
52,3.5,9266424
350,3,12862331
6565,4.5,9541116
3535,3.5,795555
58559,3.5,4510984
246,5,676854
899,5,4031448
1240,4,11971257
2396,4,782105
1917,3,16483065
1907,5,136934
2700,5,8520270
196,0,1152512
49,4,18308309
2583,5,7357146
3545,5,19551268
1358,4,18077106
3168,4,7288026
457,5,7101511
3147,3,1713615
8529,4,8966744
2657,5,19853823
4135,3.5,14597630
3461,4,5493878
1203,3,4629523
3362,4,19586435
3147,4,18646300
539,3.5,13089158
7438,4,6668306
2724,3.5,7045679
8969,3.5,14234261
3177,3,3979279
37729,4,8462116
8491,4.5,1557033
2054,3,18927189
1036,5,3301959
21,4.5,5327382
364,3,4635220
1207,3,925060
6934,3,11007349
48780,4,1088464
64614,5,17349026
2517,3,8603374
92,3,2135496
3000,4,4264189
1921,4,19532211
5630,4.5,19736267
1995,3.5,2922515
7437,3,15534552
163,5,15459663
7158,3,574960
370,5,7624213
1210,3,12027929
48774,3.5,16686406
485,3,4027806
377,3,14796060
8336,4,1547245
574,3,8810519
1125,4,16640987
6709,3.5,18421509
182,4,12601356
1704,5,701751
3753,3,15412351
1299,4,11908121
2916,3,600072
292,3,12054095
3087,4.5,9666068
1214,4.5,16100834
2325,4,17198766
222,5,19777203
33903,5,17430166
1303,5,3858131
4690,3.5,16716858
185,4,1246386
380,4,12120963
1120,4,3076614
1370,5,4431451
64839,4,13910059
2144,3.5,9581911
7143,4,19479291
2797,4,848832
25945,5,13072156
2791,4,16027231
1393,4,12903659
32,4.5,788089
78469,3,8624754
1210,5,5583108
5989,4,11010458
82459,4,18133295
1265,5,9132953
45880,4.5,15050231
7147,3,896644
1307,4.5,5073478
57640,4,13208341
7361,4.5,10105828
86,4,16118713
1302,4,18250780
1173,5,9028756
4980,3,823881
48997,3.5,7203672
1101,3,559439
6,3,12429055
171,4,7534197
207,4.5,2670415
3481,5,4495106
33834,3,13396983
1957,3,10301899
1380,5,7099188
6166,4.5,17855584
707,3,1720920
59615,3.5,12963511
3704,3,17701949
2866,5,7372899
5656,3,4111178
155,4,11279952
81564,4,1416953
4033,4,9968695
27815,5,3885137
3052,3.5,5768053
47,5,1729529
1300,5,5200823
34162,4.5,17917863
7099,4.5,2563271
1480,3.5,8044879
2690,3,8850723
4378,4,4447203
1884,3,14824744
3698,4,12942060
3969,3,11193473
902,4,10830103
2002,3,17013787
610,4,2003865
1148,5,5805844
1259,5,11167574
47200,3,9938671
6035,4.5,9576803
2617,5,6129422
2407,3,14099325
2208,3.5,17037988
802,3,12479975
933,4,8352292
1487,4,18458121
589,3.5,1922992
7020,4,18584484
1013,5,15326067
2788,4.5,4038057
6286,4.5,10874736
2728,4,6874201
1,4,2282361
2470,3,14851463
4633,4,4681067
6863,3.5,11284239
2797,3,9970106
852,3.5,17911022
471,5,4702804
2948,3.5,8767226
53125,3.5,16541218
588,4,7782403
3927,5,5783216
1921,4.5,10307597
356,4,8654133
2359,3,11477596
3109,3,12515964
1,4,5905059
3578,4.5,7934431
1499,3,4290908
2001,4,14037600
231,3,2716549
8405,3.5,11396027
2467,3.5,8466670
6902,3.5,9342848
7361,4.5,11725444
2034,3,8999785
2121,3.5,7490813
2683,4,2979096
1348,5,13120522
102686,3.5,8222716
950,4.5,13911987
31658,4,7357504
98809,4,983481
231,4.5,13589
852,3,120466
3384,4,2670057
6188,5,6852036
6294,3.5,5285821
4973,4,10162052
8132,4,7966490
1207,5,12459079
71535,5,7878937
3301,3,18657533
37830,3.5,965406
300,3,13205764
32587,4.5,18126776
3409,3,9474605
33171,3.5,14821797
58559,5,2872844
2003,3,18296985
31878,4,13583464
3328,3.5,7235802
3513,4,2533318
25902,3.5,13269317
1027,4.5,7170273
50005,4,798572
8781,4,19311938
898,4,6333353
7,4,9151975
3675,3,1315935
3996,4,5768607
2683,3.5,7654932
6365,5,10067124
2288,3.5,14165731
1032,5,13551314
590,3,11611550
1999,3.5,8984461
48394,5,17792911
5669,3,17007303
2058,3.5,17253187
6747,3,8447936
4975,3.5,2927194
1961,4,1781663
1391,4,12763117
5791,4.5,8041933
5151,4,16019140
3114,5,62403
532,3.5,118501
260,5,11568433
7925,4.5,18267158
1923,3.5,17756833
1552,5,681283
3735,3,11082238
2502,3.5,9218879
1214,5,1383000
588,4,12970744
2333,4,17646026
3671,4,17379746
34162,5,17791501
778,4,9693699
6377,4.5,17397034
640,3,4939973
5418,4,6193631
3910,5,18483858
1148,4,15640643
110,5,6107060
5312,3,7596637
1391,3.5,13988519
160,3.5,12328234
1500,4.5,5843958
5267,3,7868525
349,4.5,3427893
3362,5,8038200
917,3,15571255
5169,3.5,5057530
82,5,2640391
1394,5,17909486
60069,4.5,17363011
4019,3,892447
1594,3,19283808
898,5,12759187
1220,3,8401731
3159,3,7693243
2874,3,19753626
2115,3,7674472
6551,3.5,16949220
529,4.5,3273079
6481,3.5,8263258
4816,3.5,13547742
6294,4.5,14215990
330,4,8532219
1321,3.5,13660745
408,3,16803605
1185,4.5,10423813
3342,4,13138077
1371,3,11698100
3499,3,467816
1367,4,15341553
223,3,823881
1721,3,4632344
613,3.5,17259796
1207,4,7791475
49649,3.5,19523566
3252,4,19022600
3793,3.5,6956716
2671,4.5,9028756
27899,3.5,6877344
3535,3.5,10458285
2138,4,18711954
52973,4.5,4965619
60,3,6437479
4369,3,11370061
1694,3.5,15378756
1022,3,18053852
8972,4,7239107
3146,3,13402751
2496,4.5,16678814
2716,4.5,19533193
2701,4,4611876
471,4,3845325
3755,3,5369979
81,3,19933427
440,3,2627747
61240,5,18902168
5307,3,9399591
6659,3.5,11509584
1348,3,8044522
1204,5,9827366
5135,3.5,2188844
6377,4,1908936
361,3.5,18107129
4297,5,622862
7147,4,33986
2138,4.5,6955537
6867,3,18386341
949,3.5,13382641
5903,5,6961431
3094,3.5,12210677
1204,4,10060872
2921,4.5,15293258
911,3.5,16274384
4553,4.5,638257
3948,3,8202943
2094,3.5,15082576
1210,5,10581610
454,4,11491384
4282,4.5,12129804
543,3,15763630
5502,3,9426577
44761,4,15667720
2746,4,15355179
188,4,9306432
1293,3.5,17448508
207,4.5,4020053
3882,4,16152308
2662,4,4656046
1905,3,11912479
1196,4,8889624
8228,5,16582904
849,4,18267158
7569,3,14582539
61236,3,5821168
82,4.5,18859534
4020,3,5726402
506,3.5,5629938
587,3,11247269
2232,3.5,7985814
2003,3,857547
3095,4,12483547
29,5,15621032
2043,3,6746428
1476,3.5,1125168
84392,4,13585695
1215,4.5,2639766
1017,3,12771136
5095,3.5,15384775
6035,4,14636173
435,4.5,10924441
933,4.5,13347277
1193,3.5,5579179
7302,4,18932887
7373,3,15361073
5992,4,4111178
1201,4.5,16587458
940,5,18211130
5879,3,11422122
69,4,16686406
2723,4,18426420
453,4.5,12735773
3156,3.5,11825017
2006,3.5,9360066
3809,3,10135261
88125,4,5774143
4039,3,14003415
2010,5,12977137
45028,3.5,12981157
1049,3.5,8779800
3751,4,12225090
6365,4.5,1675143
3702,3,11600779
150,3,8213482
4553,4,8994017
8602,5,9285606
1916,4,3497351
4306,4,4600447
377,3.5,4033342
4214,3.5,3659792
25764,5,3370525
5062,4.5,12269169
3068,5,7166807
2359,4,13787858
353,3,2903296
16,4.5,9225292
8422,4,19378666
357,4,6425726
2081,3,12179938
3360,4,14213506
4308,5,12938827
1307,3.5,17568745
2905,3.5,11018744
6595,3,11219335
4612,4,8191977
1597,4.5,14870520
1409,4,2446606
2126,3,11791814
6182,3.5,9731259
1779,3.5,13056046
1245,4,18468963
2662,4,4375690
3671,5,16996694
72011,4,19395758
4144,4.5,18821456
1784,3,5583537
6879,4,6946893
923,4.5,14037867
535,4,4050435
36529,5,14976057
2150,3,18894148
5540,4,746832
2028,4,10764126
357,4,13432060
2383,3.5,14333743
35836,3.5,12206944
4823,4,10404918
750,5,15517388
1213,3,18305272
4979,3,12262489
3082,5,2445623
3897,4.5,7891244
558,4,1759462
1307,3.5,7137428
924,3,4678674
3396,4,2930569
529,4,1609756
5971,5,3230445
1196,4,12598373
5502,4.5,16808677
188,3.5,6746695
161,4,3110637
37733,3.5,7997728
648,3,2345392
8961,5,17146043
8861,4,6110526
2926,5,10280948
3633,3.5,8312696
736,4.5,10154818
6431,3,15707083
5064,5,2773433
1645,4,15295615
8865,3,13544563
1584,3,18756391
31687,3,2111008
1408,4.5,17128039
3808,4,18961500
1967,4,17768514
47,3.5,631506
49286,4.5,10842676
1635,4,816843
1320,3,18725671
58559,4,17555028
89074,3,323968
1079,3.5,6484933
6573,4,8983408
356,5,19718263
2081,5,16636700
64575,3,14445335
1247,4,17621130
3793,3,17545401
40815,4,1752712
6852,4,17275906
6874,4.5,17009072
5956,4,6912154
5449,4,3037946
2353,4,9740457
4977,4,11328676
56587,4,13998146
1203,5,11686705
2959,4.5,6836837
2238,4.5,1529885
2396,4,5257566
1282,3,11167932
7156,4.5,11190293
1487,4,8175796
908,4.5,4936935
1249,4,15564450
2720,4,9562853
2085,3.5,17849010
2539,3.5,12241160
1962,4,5588519
25,5,17755779
1221,5,6902814
608,3,14552212
778,4,5030810
2617,3.5,13066458
3798,3.5,7271095
2373,4,3838449
6377,5,12448541
41566,5,7775723
1374,3.5,2190612
412,4,9468586
1197,5,2456268
912,4,17055115
5015,3,5665301
2193,4.5,10539854
1611,4,2632729
1270,3.5,19476112
1200,4,18685306
66097,3.5,328130
2100,3.5,4374154
3999,3.5,10524172
107,3.5,14791149
4020,4,18557961
1678,3,60348
2916,3.5,1861624
432,3,10719065
39934,5,37915
42418,4,3205066
3623,3,13088301
8914,4.5,12301943
34540,5,6188986
89492,4,8416768
2000,5,394766
4447,4,6472127
1167,4,15448268
3969,3.5,6285093
84950,3.5,4415215
1060,3.5,4798982
2028,3,8347864
2093,4,13589357
162,4,8301372
361,4,15798993
66365,3,13001892
778,4,16111051
435,3,18092163
5060,5,12250898
3793,4.5,18938710
1344,5,4476316
34321,3,19063108
1284,3.5,19217010
1022,3.5,12631289
5989,4,2153052
1079,3.5,16014425
2291,4,6703669
1955,3.5,16603497
39052,4,13787429
6383,3,9825955
4963,4.5,14582539
110,4,3299244
1466,4,14751337
4874,4.5,9743833
2005,5,11939913
2574,4,4371136
551,3,7257806
1210,3,6603205
2983,3,17613110
1954,3.5,17203053
6889,3.5,15841732
1976,3,5829546
4993,4,2014831
7156,4.5,19811584
3462,3,16360667
2078,4,11891099
786,3.5,10362017
8191,3,6096023
1262,3.5,1998238
1955,3.5,18955052
6478,3,12876316
2916,3.5,19618781
2003,3,15567165
541,4,16741416
3793,3.5,10410258
1376,5,1838763
2570,4,4636560
5435,3,10988559
39,4,1225365
898,4,8919718
475,4,11138195
590,5,282479
161,3,1045921
1834,5,12826806
58559,4,12584459
5971,4.5,17954834
2421,3,5298270
3175,4,7852218
60950,4,2941214
8636,4.5,11825017
599,3.5,14405417
708,4,15740644
49530,3,2618387
1252,5,2802671
101612,3,19598812
1242,4,10653677
3175,4.5,5384125
8949,4,2754663
1295,3,18851319
736,3.5,5681054
2692,4,15925356
1027,3,11391670
2997,5,18958195
1721,3,16809660
316,4.5,2156427
8579,4,18633136
2827,4,411788
3108,4,2684203
4226,4,11733822
5952,5,4615146
69844,4,9668033
3089,4.5,18260211
2762,4,15925356
3176,4.5,13133453
8012,4,2459769
47382,4,8659759
2065,4.5,19466395
1673,4,11421568
69995,4,4585872
1271,3,303768
1625,4,127146
2672,4.5,14066641
3821,3,11797315
3527,3.5,11379525
36,3,6895777
2762,4,14477198
733,4,3382902
497,5,10305632
3354,4.5,9802576
5816,4,3299279
1831,3.5,4699304
2926,4,15233961
55069,4,17388481
8961,4.5,14173589
2336,3.5,2116277
296,5,12829003
1240,3,6323922
3928,3,4699696
4033,3.5,12290477
91937,3.5,6219277
96567,3.5,5037848
1060,4,11946502
207,3.5,13576426
2797,5,1613847
3614,3.5,4402571
1653,5,8900661
1,4,5845228
3006,5,14865609
1097,4,1120024
2000,4,3855471
524,5,807217
1969,3,13626560
2302,4,6897741
1682,3.5,7122728
2828,3,13885858
1641,4,1245404
185,3,10515170
4474,3,2523887
3032,4.5,9253189
51540,4,19466395
44613,3,12221286
4621,3.5,12409016
2424,4,18826564
2467,4,10893168
1876,3.5,12199710
2390,5,8720235
1283,3.5,19169269
1200,4,2054195
2947,4.5,9091892
36,5,4856278
4975,4,18029918
5532,3,821201
7153,4.5,18905739
1969,5,7330785
760,4.5,12042932
65216,4.5,2712262
1348,4,11022316
1,4,9376963
53956,4.5,8107033
1291,5,6743839
3675,3,2543141
5810,5,9235472
1343,5,1003949
48516,4,19819442
7438,5,10539068
7263,4,4078494
1207,5,6856680
3897,3.5,8776067
1301,3,17476996
235,3,8583692
261,3,6073198
2407,3,13165316
515,5,5935440
2424,4.5,12767761
64930,4.5,8378225
72641,4,12862527
2692,4.5,4875764
2174,3.5,4921470
1961,4,6802884
1373,3.5,8327699
533,3,19545928
509,5,5501968
25757,3,12922520
3253,5,17641598
51662,3,2278790
1204,4.5,4157936
7360,4,12662652
76210,4.5,12891444
1408,4,7657184
2100,5,5892415
2987,4,15011134
2064,4,8850723
2273,3,18709990
2716,5,7761381
762,3.5,6048997
1059,3.5,5445225
1203,5,7586295
3444,3,19673202
1261,5,14694952
3451,3.5,10988559
2414,4,18489198
2291,4,2802046
7892,4,19298866
34405,4.5,6021563
485,3,4588265
1313,5,261332
714,4,10574144
1635,4,9103216
2571,4.5,4715735
5618,3.5,10491755
1246,5,17163760
47,4,3654719
532,3,10722440
596,3.5,8904036
2763,3.5,4365796
2076,3.5,12362973
388,4,14280662
2001,4,17563047
413,4,10996025
1620,3,3303369
40629,4.5,17680962
485,3,1415971
3752,4,9037829
5989,4.5,12538950
222,4,3807926
3028,3.5,12582691
3000,4.5,6697866
44195,5,18877609
1103,4,12384065
7478,4.5,12804107
7419,3.5,11960773
1610,5,11669970
653,5,16904784
6333,4.5,16699478
4291,4,6808082
1370,3.5,16863098
106766,4.5,18058835
4799,3,14686861
661,4,4817343
5072,3,1692861
780,4,8707571
1625,4,4709680
50949,3,11912479
8810,4,14245888
87520,4.5,1928689
588,4,19385612
1301,4,5574892
5515,4.5,14635816
3147,3,12170402
377,4,14196218
1625,4.5,13195964
5388,3.5,18981539
356,3.5,10079662
3858,5,11380703
2533,4,11199009
1127,3,11578846
73,4.5,6945678
799,3,11625176
1587,3,11525141
832,3,18941889
4292,4,5143581
303,3.5,15198955
614,3,6354641
6548,4.5,8909376
5944,3.5,313198
2527,3.5,1635851
32,4.5,6614725
146,4,7964364
3882,3,4748419
79293,3.5,3151003
21,4,14120347
44665,4.5,13213681
2470,3.5,18295217
2997,3.5,3304085
2029,3.5,142828
4211,3,13415128
8970,4.5,8447936
1527,4,6210723
527,5,5224329
112,3.5,14916921
1464,4,1571571
6709,4.5,12779065
2076,4,13094855
1060,3.5,17731096
920,3.5,4316358
31030,4,11379721
26555,4,9165531
1090,3.5,8232967
1254,4,14150174
2324,4,1384965
1298,4,10504132
1120,3,5039651
111,4,10301899
33493,4.5,17376728
342,3,16686638
3481,4,3079203
1639,3,3386278
2455,4,7166807
348,4.5,19993813
1199,4.5,2685185
1374,3,550009
7040,3,2970291
5989,4,4529129
3435,3.5,8534450
2572,3,15086738
500,3,3388867
1274,3,15112903
509,4,11914372
4105,3,16316588
318,4,17158259
2155,4,18138206
2985,3,2020438
3175,3,14673859
32,4.5,8171081
160,3,2678934
596,4,7944325
2558,3,19006007
441,3.5,2249677
522,4,10618243
2918,4,14847801
1856,3.5,17132951
3956,4.5,17064046
88515,3,16471670
44195,4,12837648
1240,4,14025847
3996,3.5,3029784
1287,3,19327816
27660,4,2197292
1221,3.5,18795416
3471,3.5,11174254
2791,5,8040164
7247,3.5,7345787
4522,3,3632570
4310,4.5,13052580
586,3,8992677
67734,3.5,4167367
1961,4.5,8347864
3053,3,13677802
3421,3.5,6453428
6155,3,14780449
1094,4,5956961
592,4,4898554
1616,3.5,16877672
1909,4,5937904
5541,4,15104580
4042,4,11129979
1270,4.5,11719837
52042,4,215590
3471,3.5,10131207
3697,4,11891386
48516,3.5,9198144
3468,5,12006621
4465,3.5,4111178
1223,5,96694
8783,4,8176778
4167,4,13795520
994,3,19718263
2138,5,13242436
3450,3,10246104
5349,3.5,11191704
2028,4.5,11174254
4700,4,16541057
780,4,15199080
344,4,5433206
2340,3,836616
27846,4,10208186
4553,4,3008833
3271,4,14298183
1198,4,3012762
1270,4,4270153
5618,4.5,9963551
91658,4,18829511
2004,3,8348559
2355,3.5,2664788
48780,5,909736
90624,3.5,6294881
30991,4,15151143
364,4,8301015
1196,5,6513259
2321,3,12148237
4886,4,1815490
361,3,19199293
7153,5,8588050
1240,3.5,706753
2011,4,12707089
50601,4.5,2739052
8531,4,2777095
3108,4,19285415
1036,4,11338927
1082,4,16287028
3717,3,16611230
1278,4,992483
2329,4,12081509
1674,4,3233982
2087,3,14092253
480,3,14685254
52604,3.5,16108300
941,3,9030524
350,3.5,12280064
4823,4.5,16161809
62849,3,15237265
4039,3.5,15296759
1288,5,6555660
368,3,11736215
2628,3,2956931
1225,5,6896134
160,3.5,1800327
34,3.5,1777109
1266,5,8463456
1199,4,1365212
1270,3,14163534
7984,3,1140421
3683,3,4633256
2011,3,18420169
1682,4.5,15453573
1233,5,3088366
390,5,1033847
1608,4,17323093
7254,5,10616974
252,3.5,12193101
1282,3.5,14377983
2243,3,12906768
1221,5,11938145
1464,3.5,18519650
1125,4,17078263
30793,4,10793329
2107,3,11138266
2686,4,1917652
150,3,11023031
1013,4,7372899
1097,5,18939763
1265,4,14383610
2278,3,12992981
2959,4,382585
48516,4,4322252
5418,4.5,277406
2000,4,5117648
25891,3.5,4745472
3160,4,6590470
2021,4,19622710
36,4.5,1004145
35836,5,277406
648,3.5,9899932
3363,4,17113893
6378,3.5,338935
780,3.5,6053783
72483,4,7774383
3785,3.5,1694825
1193,4.5,15046231
474,4,4965710
2762,5,2981293
1136,3.5,1365998
919,3.5,2161500
529,3,10247121
153,3,19094114
2617,3.5,6706903
2329,3.5,12732664
6953,4,3414962
1432,3.5,9454012
485,4.5,17516254
1792,3,1722260
42163,4,18894969
2291,3,4504732
10,4,3755345
110,5,8355526
307,4,8269117
1196,3.5,10604329
3,3.5,12549649
589,5,3271577
257,4,9727526
380,4,3638609
1292,4.5,19531228
63,3.5,3825644
1923,4,17348311
748,3,715397
435,3,4336684
4995,4.5,19603099
3638,4,13317254
2294,3,10586451
553,5,13076781
7454,4,7120139
32598,3.5,11052214
31658,4,7201189
5952,5,10834032
6308,3,12385405
6796,3,7652468
2949,4,19052695
2329,5,8627343
1136,4,18071998
3260,4,6891686
3450,3.5,5327382
1252,5,15746966
1949,5,6402025
1580,3,14745639
33162,3.5,18383269
3363,4.5,964032
4704,3.5,11865292
223,4,14680181
4718,4,16355720
4018,3,14099325
3967,5,10073250
62,5,10546247
3342,4.5,6910315
474,3,9217897
923,4.5,6703206
1951,3,14765054
6283,5,8521610
3386,3,1782806
92535,5,18161354
5104,4,7755612
3083,4,16946203
364,3.5,227272
52173,4,2295096
356,4,1605041
318,5,4419306
59315,4.5,10792613
1272,4,7558236
2268,3.5,9015109
26840,4.5,16962509
37733,4,5793825
2002,3.5,5441135
4274,4,19259840
1639,5,12118641
2028,4.5,2367592
80748,3.5,17374139
3032,3,16202513
106489,4,487926
95,3.5,8232343
2502,5,6138852
899,3,10221741
1449,5,1752712
51091,4.5,12614715
2028,3,3792245
2407,4,12887711
1081,3,5121577
5349,4.5,3711533
3429,4.5,3679670
8781,3,5719097
2908,5,18041384
562,3,19255125
45722,4,4836597
1370,4,8234736
1619,4,1765356
5505,3.5,2638355
367,4,7487509
2657,3,15795331
3340,4,15030191
5952,3.5,4228825
2664,4,771496
2719,3,8982854
8665,3.5,14946462
1255,4.5,19106401
53996,4,10878040
2641,4,7517532
54513,5,1621347
2476,3,17481907
70849,3,16926325
2435,3.5,4014962
5316,4,4417109
1387,4.5,10639693
1805,3.5,901716
1077,3.5,18893987
1144,4,16899248
44709,3,12273455
4128,4,4047846
1340,5,15095221
1291,4,19050302
1387,3,15765861
4799,4.5,19313207
608,5,11030764
1690,3.5,6266197
1219,4.5,2834891
41997,4.5,5514059
6942,4.5,5055207
783,4,14301754
1722,3.5,12086511
31878,4,6895777
5995,3,8766903
597,4,10008507
356,5,700340
6235,4,10626958
45447,3,1154209
47634,4.5,7938164
527,5,17231702
1884,5,1797506
3753,4,8571386
4979,3,8465420
6428,3.5,18595521
6863,4.5,7206851
2109,4.5,3943558
26476,4,10410258
45,4.5,19245337
2797,4,8751579
1276,4.5,6746695
2617,4,13996896
57640,3,16787298
33162,4,12219946
924,4.5,10221741
1177,4,18595521
507,3,7636233
1089,5,19889545
592,5,9315147
7569,3.5,18147012
296,3.5,12809250
661,4,11046017
1302,3.5,10653677
